OrderID,Date,Region,Product,Quantity,UnitPrice,Revenue
3538,2024-02-24,West,Widget C,5,97.32,486.6
3539,2024-02-24,North,Widget B,5,19.69,98.45
3540,2024-02-24,East,Widget B,10,17.56,175.6
3541,2024-02-24,West,Widget C,10,79.31,793.1
3542,2024-02-24,West,Widget A,1,10.11,10.11
3543,2024-02-24,East,Widget B,8,20.74,165.92
3544,2024-02-25,West,Widget B,2,16.52,33.04
3545,2024-02-25,North,Widget A,1,9.15,9.15
3546,2024-02-25,South,Widget A,9,11.08,99.72
3547,2024-02-25,East,Widget C,9,96.23,866.07
3548,2024-02-26,North,Widget B,1,18.08,18.08
3549,2024-02-26,North,Widget C,10,88.26,882.6
3550,2024-02-26,East,Widget C,7,82.02,574.14
3551,2024-02-26,South,Widget B,10,20.54,205.4
3552,2024-02-27,West,Widget A,7,11.35,79.45
3553,2024-02-27,South,Widget B,8,18.15,145.2
3554,2024-02-27,North,Widget B,2,17.03,34.06
3555,2024-02-27,West,Widget B,3,19.49,58.47
3556,2024-02-27,South,Widget A,6,11.37,68.22
3557,2024-02-28,West,Widget A,10,11.62,116.2
3558,2024-02-29,South,Widget B,2,17.61,35.22
3559,2024-02-29,East,Widget B,9,20.52,184.68
3560,2024-02-29,South,Widget B,1,20.42,20.42
3561,2024-03-01,North,Widget A,9,10.27,92.43
3562,2024-03-01,West,Gadget X,5,53.52,267.6
3563,2024-03-01,West,Widget B,9,18.8,169.2
3564,2024-03-01,North,Gadget Y,1,70.54,70.54
3565,2024-03-01,North,Gadget Y,1,57.85,57.85
3566,2024-03-01,South,Widget B,7,18.0,126.0
3567,2024-03-02,North,Gadget Y,8,57.54,460.32
3568,2024-03-02,West,Widget C,1,91.49,91.49
3569,2024-03-02,East,Widget A,1,11.24,11.24
3570,2024-03-02,South,Widget C,1,92.1,92.1
3571,2024-03-02,West,Widget B,7,20.84,145.88
3572,2024-03-02,West,Widget B,5,21.52,107.6
3573,2024-03-03,South,Widget B,9,21.57,194.13
3574,2024-03-04,North,Widget A,3,10.02,30.06
3575,2024-03-04,West,Widget C,6,85.92,515.52
3576,2024-03-04,East,Widget C,9,101.16,910.44
3577,2024-03-04,North,Widget A,6,11.19,67.14
3578,2024-03-04,North,Widget B,2,16.96,33.92
3579,2024-03-04,East,Widget B,4,19.37,77.48
3580,2024-03-05,East,Gadget Y,10,56.66,566.6
3581,2024-03-06,East,Widget B,10,18.37,183.7
3582,2024-03-06,North,Widget B,3,18.0,54.0
3583,2024-03-06,South,Widget A,7,10.06,70.42
3584,2024-03-06,East,Widget A,9,9.5,85.5
3585,2024-03-07,East,Widget C,1,101.88,101.88
3586,2024-03-07,North,Widget C,4,77.07,308.28
3587,2024-03-07,South,Widget A,2,11.09,22.18
3588,2024-03-08,East,Widget A,9,9.06,81.54
3589,2024-03-08,West,Widget A,3,11.71,35.13
3590,2024-03-08,South,Widget B,4,18.34,73.36
3591,2024-03-08,North,Widget A,5,10.85,54.25
3592,2024-03-08,South,Widget A,9,9.68,87.12
3593,2024-03-09,North,Widget B,9,19.99,179.91
3594,2024-03-09,West,Widget B,10,17.82,178.2
3595,2024-03-09,East,Widget B,4,18.15,72.6
3596,2024-03-10,West,Widget C,6,93.49,560.94
3597,2024-03-10,West,Widget A,7,9.38,65.66
3598,2024-03-10,West,Widget A,6,9.19,55.14
3599,2024-03-10,West,Widget A,4,10.85,43.4
3600,2024-03-10,South,Widget B,6,20.39,122.34
3601,2024-03-11,West,Widget C,3,95.21,285.63
3602,2024-03-11,North,Widget A,6,11.93,71.58
3603,2024-03-11,North,Widget A,4,10.13,40.52
3604,2024-03-11,North,Widget B,1,19.57,19.57
3605,2024-03-11,West,Widget C,1,88.17,88.17
3606,2024-03-12,West,Widget A,4,10.22,40.88
3607,2024-03-12,East,Widget A,2,9.35,18.7
3608,2024-03-12,South,Widget A,6,9.7,58.2
3609,2024-03-12,North,Gadget X,3,50.21,150.63
3610,2024-03-12,North,Widget B,6,18.04,108.24
3611,2024-03-12,East,Widget A,9,10.18,91.62
3612,2024-03-13,South,Gadget X,9,47.98,431.82
3613,2024-03-13,East,Widget A,6,11.6,69.6
3614,2024-03-13,South,Widget B,7,21.3,149.1
3615,2024-03-13,South,Widget B,5,21.1,105.5
3616,2024-03-13,North,Widget A,9,11.09,99.81
3617,2024-03-14,North,Widget B,5,17.52,87.6
3618,2024-03-14,North,Widget B,9,18.47,166.23
3619,2024-03-15,East,Widget A,3,10.72,32.16
3620,2024-03-15,West,Widget C,6,93.29,559.74
3621,2024-03-15,North,Widget A,5,9.72,48.6
3622,2024-03-15,North,Widget B,9,20.44,183.96
3623,2024-03-16,South,Gadget X,6,46.94,281.64
3624,2024-03-16,West,Widget B,3,17.18,51.54
3625,2024-03-16,West,Widget B,4,17.94,71.76
3626,2024-03-16,South,Widget B,6,19.9,119.4
3627,2024-03-17,North,Widget A,9,10.16,91.44
3628,2024-03-18,East,Widget A,3,10.41,31.23
3629,2024-03-18,West,Widget B,1,20.33,20.33
3630,2024-03-18,South,Widget B,6,16.76,100.56
3631,2024-03-18,North,Widget A,6,10.05,60.3
3632,2024-03-18,North,Widget A,2,10.02,20.04
3633,2024-03-18,West,Widget A,8,10.91,87.28
3634,2024-03-19,South,Widget A,1,11.45,11.45
3635,2024-03-19,North,Gadget X,5,53.85,269.25
3636,2024-03-19,East,Widget C,10,85.62,856.2
3637,2024-03-19,East,Widget A,5,11.95,59.75
3638,2024-03-19,South,Widget A,10,9.32,93.2
3639,2024-03-19,East,Widget B,8,20.27,162.16
3640,2024-03-20,North,Widget B,3,19.08,57.24
3641,2024-03-21,West,Widget A,7,11.41,79.87
3642,2024-03-21,South,Widget C,3,95.54,286.62
3643,2024-03-21,West,Widget A,9,11.94,107.46
3644,2024-03-22,South,Widget C,2,88.88,177.76
3645,2024-03-22,West,Widget A,7,11.31,79.17
3646,2024-03-22,North,Widget A,1,11.94,11.94
3647,2024-03-23,West,Widget C,10,87.07,870.7
3648,2024-03-23,South,Widget B,2,17.62,35.24
3649,2024-03-23,East,Widget B,2,18.87,37.74
3650,2024-03-23,North,Gadget X,2,41.81,83.62
3651,2024-03-23,South,Widget B,3,21.16,63.48
3652,2024-03-23,West,Widget A,2,10.78,21.56
3653,2024-03-24,North,Widget B,2,18.07,36.14
3654,2024-03-24,South,Gadget X,8,53.0,424.0
3655,2024-03-24,East,Gadget X,2,43.58,87.16
3656,2024-03-24,North,Widget B,8,21.52,172.16
3657,2024-03-24,West,Gadget X,4,46.97,187.88
3658,2024-03-24,North,Widget A,2,9.7,19.4
3659,2024-03-25,West,Widget B,1,17.25,17.25
3660,2024-03-25,East,Gadget Y,1,65.16,65.16
3661,2024-03-25,West,Widget B,6,21.55,129.3
3662,2024-03-25,South,Gadget X,9,45.53,409.77
3663,2024-03-25,South,Widget A,7,10.12,70.84
3664,2024-03-25,East,Widget B,2,16.56,33.12
3665,2024-03-26,North,Widget B,7,16.75,117.25
3666,2024-03-26,South,Widget B,9,16.84,151.56
3667,2024-03-26,North,Gadget X,7,49.76,348.32
3668,2024-03-27,East,Widget B,4,17.1,68.4
3669,2024-03-27,North,Widget B,6,18.98,113.88
3670,2024-03-27,South,Widget A,8,11.48,91.84
3671,2024-03-27,West,Widget A,3,11.94,35.82
3672,2024-03-27,West,Widget C,1,82.97,82.97
3673,2024-03-28,East,Widget A,10,9.57,95.7
3674,2024-03-28,North,Widget B,7,19.99,139.93
3675,2024-03-28,South,Widget C,3,77.06,231.18
3676,2024-03-28,East,Gadget X,9,46.38,417.42
3677,2024-03-28,South,Widget B,2,16.29,32.58
3678,2024-03-29,South,Widget A,5,9.08,45.4
3679,2024-03-29,West,Widget A,4,9.67,38.68
3680,2024-03-29,South,Widget C,5,81.87,409.35
3681,2024-03-29,East,Gadget X,10,50.37,503.7
3682,2024-03-29,North,Widget C,8,79.78,638.24
3683,2024-03-29,North,Widget A,4,9.89,39.56
3684,2024-03-30,East,Widget B,4,17.91,71.64
3685,2024-03-30,East,Widget A,4,11.21,44.84
3686,2024-03-30,South,Widget B,6,20.0,120.0
3687,2024-03-30,East,Widget A,8,10.36,82.88
3688,2024-03-30,East,Gadget Y,10,54.71,547.1
3689,2024-03-31,South,Widget C,5,80.59,402.95
3690,2024-03-31,East,Widget B,5,16.32,81.6
3691,2024-03-31,North,Widget C,2,89.95,179.9
3692,2024-03-31,South,Widget A,6,11.86,71.16
3693,2024-04-01,North,Gadget X,3,41.73,125.19
3694,2024-04-01,South,Widget A,4,9.74,38.96
3695,2024-04-01,West,Widget B,6,20.59,123.54
3696,2024-04-02,East,Gadget X,2,44.75,89.5
3697,2024-04-02,North,Widget C,9,85.49,769.41
3698,2024-04-03,West,Widget B,9,18.21,163.89
3699,2024-04-03,South,Widget A,3,11.87,35.61
3700,2024-04-03,North,Gadget Y,8,69.8,558.4
3701,2024-04-04,South,Widget B,8,19.42,155.36
3702,2024-04-04,North,Gadget Y,1,67.64,67.64
3703,2024-04-04,West,Widget A,5,11.68,58.4
3704,2024-04-04,South,Gadget X,1,53.06,53.06
3705,2024-04-04,South,Widget B,5,21.46,107.3
3706,2024-04-04,West,Widget C,5,84.69,423.45
3707,2024-04-05,East,Gadget X,7,48.16,337.12
3708,2024-04-05,West,Widget C,9,90.69,816.21
3709,2024-04-06,North,Widget B,8,21.04,168.32
3710,2024-04-06,East,Gadget X,10,41.18,411.8
3711,2024-04-06,East,Widget B,7,17.96,125.72
3712,2024-04-06,East,Widget A,9,9.19,82.71
3713,2024-04-06,South,Widget B,7,19.42,135.94
3714,2024-04-07,East,Widget A,10,10.35,103.5
3715,2024-04-07,South,Gadget Y,7,68.67,480.69
3716,2024-04-07,East,Widget A,8,9.91,79.28
3717,2024-04-07,North,Widget A,2,9.36,18.72
3718,2024-04-07,North,Widget A,6,9.36,56.16
3719,2024-04-07,East,Widget B,6,17.09,102.54
3720,2024-04-08,East,Gadget Y,2,60.8,121.6
3721,2024-04-08,East,Widget A,9,10.15,91.35
3722,2024-04-09,West,Widget A,9,11.97,107.73
3723,2024-04-09,East,Widget B,5,16.6,83.0
3724,2024-04-09,North,Widget C,1,96.78,96.78
3725,2024-04-09,South,Widget B,1,18.03,18.03
3726,2024-04-09,West,Widget B,7,21.3,149.1
3727,2024-04-09,West,Widget B,4,21.58,86.32
3728,2024-04-10,North,Widget B,8,20.01,160.08
3729,2024-04-11,West,Widget A,10,11.08,110.8
3730,2024-04-11,North,Widget A,3,11.65,34.95
3731,2024-04-11,North,Widget A,3,10.45,31.35
3732,2024-04-11,South,Widget A,2,10.3,20.6
3733,2024-04-11,West,Gadget X,8,44.67,357.36
3734,2024-04-11,East,Widget C,8,86.72,693.76
3735,2024-04-12,West,Widget C,10,93.89,938.9
3736,2024-04-12,North,Gadget X,9,50.75,456.75
3737,2024-04-12,West,Widget C,2,85.08,170.16
3738,2024-04-13,North,Widget A,9,11.26,101.34
3739,2024-04-13,West,Widget A,4,9.64,38.56
3740,2024-04-14,East,Gadget X,2,47.72,95.44
3741,2024-04-14,South,Widget C,10,91.96,919.6
3742,2024-04-15,South,Widget A,5,11.38,56.9
3743,2024-04-15,South,Widget A,6,9.15,54.9
3744,2024-04-15,East,Widget B,4,19.82,79.28
3745,2024-04-15,South,Gadget Y,10,57.2,572.0
3746,2024-04-15,West,Gadget Y,5,54.53,272.65
3747,2024-04-15,South,Widget B,3,17.15,51.45
3748,2024-04-16,South,Widget A,1,11.61,11.61
3749,2024-04-16,West,Widget A,1,10.59,10.59
3750,2024-04-16,West,Gadget Y,1,64.66,64.66
3751,2024-04-17,South,Gadget X,3,44.78,134.34
3752,2024-04-18,West,Widget B,2,19.86,39.72
3753,2024-04-19,West,Widget A,7,10.06,70.42
3754,2024-04-19,North,Widget A,3,11.15,33.45
3755,2024-04-19,East,Widget C,5,84.75,423.75
3756,2024-04-19,West,Widget B,10,16.28,162.8
3757,2024-04-19,South,Widget C,1,93.43,93.43
3758,2024-04-20,North,Widget A,4,10.24,40.96
3759,2024-04-21,West,Widget B,4,19.62,78.48
3760,2024-04-21,East,Gadget Y,5,63.7,318.5
3761,2024-04-21,West,Widget C,7,88.64,620.48
3762,2024-04-21,East,Widget A,2,9.37,18.74
3763,2024-04-22,West,Widget A,8,9.49,75.92
3764,2024-04-22,West,Widget B,6,20.5,123.0
3765,2024-04-22,East,Widget C,10,101.61,1016.1
3766,2024-04-22,North,Widget B,7,21.21,148.47
3767,2024-04-23,West,Widget B,5,17.76,88.8
3768,2024-04-23,West,Gadget X,6,42.56,255.36
3769,2024-04-23,South,Widget C,9,82.76,744.84
3770,2024-04-23,South,Widget A,10,9.61,96.1
3771,2024-04-23,North,Widget A,2,9.43,18.86
3772,2024-04-24,East,Widget A,1,9.25,9.25
3773,2024-04-24,West,Gadget X,2,41.47,82.94
3774,2024-04-25,East,Gadget X,2,45.54,91.08
3775,2024-04-25,South,Widget B,8,18.78,150.24
3776,2024-04-26,North,Gadget X,1,45.17,45.17
3777,2024-04-27,South,Gadget Y,6,70.15,420.9
3778,2024-04-27,West,Widget C,4,98.01,392.04
3779,2024-04-28,South,Widget A,6,11.01,66.06
3780,2024-04-28,East,Gadget X,5,41.99,209.95
3781,2024-04-28,North,Widget A,10,9.01,90.1
3782,2024-04-28,North,Gadget X,5,46.24,231.2
3783,2024-04-29,East,Widget B,6,20.87,125.22
3784,2024-04-30,South,Widget B,1,16.73,16.73
3785,2024-04-30,West,Widget A,1,11.09,11.09
3786,2024-04-30,South,Widget B,10,19.27,192.7
3787,2024-05-01,South,Widget A,3,9.82,29.46
3788,2024-05-01,East,Widget B,3,17.78,53.34
3789,2024-05-02,East,Widget A,2,11.21,22.42
3790,2024-05-02,South,Widget B,1,17.87,17.87
3791,2024-05-02,East,Widget B,6,20.85,125.1
3792,2024-05-02,South,Widget A,6,11.48,68.88
3793,2024-05-02,West,Gadget X,6,53.49,320.94
3794,2024-05-03,West,Widget B,9,18.6,167.4
3795,2024-05-03,West,Widget B,10,20.53,205.3
3796,2024-05-03,West,Widget C,6,79.94,479.64
3797,2024-05-03,West,Gadget X,8,46.34,370.72
3798,2024-05-03,South,Widget B,5,18.21,91.05
3799,2024-05-03,South,Widget B,7,20.31,142.17
3800,2024-05-04,East,Widget A,9,10.17,91.53
3801,2024-05-04,East,Widget B,10,18.3,183.0
3802,2024-05-05,West,Widget C,6,90.11,540.66
3803,2024-05-05,South,Widget B,3,18.86,56.58
3804,2024-05-05,North,Widget A,2,11.92,23.84
3805,2024-05-05,South,Widget A,10,10.94,109.4
3806,2024-05-05,East,Widget B,5,16.85,84.25
3807,2024-05-05,South,Gadget X,6,46.59,279.54
3808,2024-05-06,West,Widget C,7,77.05,539.35
3809,2024-05-06,South,Widget B,6,18.34,110.04
3810,2024-05-06,South,Widget A,3,9.65,28.95
3811,2024-05-06,East,Widget B,4,19.72,78.88
3812,2024-05-07,East,Widget C,2,99.35,198.7
3813,2024-05-07,South,Widget B,7,18.1,126.7
3814,2024-05-07,East,Widget A,10,11.39,113.9
3815,2024-05-07,West,Widget C,10,80.57,805.7
3816,2024-05-07,East,Widget A,8,11.75,94.0
3817,2024-05-07,North,Widget A,8,10.27,82.16
3818,2024-05-08,West,Widget B,8,17.22,137.76
3819,2024-05-08,East,Widget B,9,18.1,162.9
3820,2024-05-09,North,Widget A,10,10.37,103.7
3821,2024-05-10,West,Gadget X,8,53.35,426.8
3822,2024-05-10,West,Widget B,3,19.96,59.88
3823,2024-05-10,South,Widget A,4,11.58,46.32
3824,2024-05-11,North,Widget B,2,20.31,40.62
3825,2024-05-11,South,Widget B,2,16.77,33.54
3826,2024-05-11,North,Widget A,3,11.11,33.33
3827,2024-05-12,South,Widget C,7,90.17,631.19
3828,2024-05-13,North,Widget A,9,11.04,99.36
3829,2024-05-13,East,Widget B,2,18.49,36.98
3830,2024-05-14,East,Widget B,3,16.25,48.75
3831,2024-05-14,West,Widget A,2,11.32,22.64
3832,2024-05-14,West,Widget A,9,11.39,102.51
3833,2024-05-14,West,Widget C,4,92.45,369.8
3834,2024-05-14,North,Widget B,1,17.16,17.16
3835,2024-05-14,East,Widget B,1,20.8,20.8
3836,2024-05-15,South,Widget C,3,86.98,260.94
3837,2024-05-16,West,Widget A,5,10.69,53.45
3838,2024-05-16,South,Gadget Y,4,57.7,230.8
3839,2024-05-16,West,Widget B,10,21.43,214.3
3840,2024-05-16,North,Widget B,6,16.57,99.42
3841,2024-05-16,South,Gadget X,10,48.61,486.1
3842,2024-05-17,East,Widget A,8,11.28,90.24
3843,2024-05-17,North,Gadget X,10,40.85,408.5
3844,2024-05-18,North,Widget B,10,20.06,200.6
3845,2024-05-18,East,Widget A,3,9.03,27.09
3846,2024-05-18,East,Widget A,7,10.46,73.22
3847,2024-05-18,East,Widget B,5,19.31,96.55
3848,2024-05-18,East,Widget B,6,20.68,124.08
3849,2024-05-19,West,Widget C,4,88.51,354.04
3850,2024-05-19,South,Widget A,8,9.6,76.8
3851,2024-05-19,North,Widget B,5,20.17,100.85
3852,2024-05-20,North,Widget B,6,20.24,121.44
3853,2024-05-20,North,Widget B,9,20.21,181.89
3854,2024-05-21,East,Widget A,5,9.02,45.1
3855,2024-05-21,West,Widget B,3,18.28,54.84
3856,2024-05-22,West,Gadget X,3,52.21,156.63
3857,2024-05-22,West,Widget A,3,11.48,34.44
3858,2024-05-22,West,Widget C,5,94.36,471.8
3859,2024-05-23,North,Widget C,2,97.16,194.32
3860,2024-05-23,South,Widget B,10,21.1,211.0
3861,2024-05-24,West,Widget A,6,11.51,69.06
3862,2024-05-24,West,Widget A,1,10.61,10.61
3863,2024-05-24,East,Widget A,8,9.3,74.4
3864,2024-05-25,West,Widget C,6,83.94,503.64
3865,2024-05-25,East,Widget A,9,10.93,98.37
3866,2024-05-26,West,Widget B,5,19.73,98.65
3867,2024-05-26,East,Widget A,7,9.83,68.81
3868,2024-05-27,South,Widget A,5,11.53,57.65
3869,2024-05-27,West,Widget C,6,100.86,605.16
3870,2024-05-27,South,Widget A,8,9.27,74.16
3871,2024-05-27,East,Widget C,3,101.62,304.86
3872,2024-05-27,East,Widget B,7,21.06,147.42
3873,2024-05-27,West,Widget A,3,11.59,34.77
3874,2024-05-28,South,Widget C,1,77.27,77.27
3875,2024-05-28,West,Widget A,6,10.36,62.16
3876,2024-05-29,South,Widget A,2,9.59,19.18
3877,2024-05-29,South,Gadget X,5,47.63,238.15
3878,2024-05-29,East,Widget A,2,11.26,22.52
3879,2024-05-29,East,Widget A,4,10.44,41.76
3880,2024-05-29,West,Widget B,9,16.52,148.68
3881,2024-05-30,South,Widget B,7,20.94,146.58
3882,2024-05-30,North,Widget B,1,20.65,20.65
3883,2024-05-31,North,Widget A,3,11.27,33.81
3884,2024-05-31,East,Widget B,1,20.08,20.08
3885,2024-06-01,North,Widget A,5,9.59,47.95
3886,2024-06-01,North,Widget A,3,11.46,34.38
3887,2024-06-01,North,Widget B,1,18.42,18.42
3888,2024-06-01,South,Widget C,7,80.47,563.29
3889,2024-06-02,South,Widget A,10,10.82,108.2
3890,2024-06-02,South,Widget A,8,11.41,91.28
3891,2024-06-03,West,Widget B,5,19.39,96.95
3892,2024-06-04,South,Widget A,2,10.83,21.66
3893,2024-06-04,South,Widget A,2,11.79,23.58
3894,2024-06-04,East,Widget B,10,18.49,184.9
3895,2024-06-04,South,Widget B,8,20.78,166.24
3896,2024-06-04,South,Widget B,2,21.08,42.16
3897,2024-06-04,South,Widget B,3,17.41,52.23
3898,2024-06-05,South,Gadget Y,10,70.44,704.4
3899,2024-06-06,South,Widget A,7,11.71,81.97
3900,2024-06-06,North,Gadget Y,9,57.93,521.37
3901,2024-06-06,West,Widget A,2,10.51,21.02
3902,2024-06-06,North,Widget B,8,18.66,149.28
3903,2024-06-07,West,Widget C,10,78.13,781.3
3904,2024-06-08,South,Widget B,6,18.12,108.72
3905,2024-06-08,North,Widget A,1,11.61,11.61
3906,2024-06-09,North,Widget A,1,11.65,11.65
3907,2024-06-09,East,Widget B,2,16.69,33.38
3908,2024-06-09,West,Widget B,7,20.22,141.54
3909,2024-06-09,North,Gadget X,4,47.09,188.36
3910,2024-06-09,West,Widget A,5,11.36,56.8
3911,2024-06-09,South,Gadget X,7,43.24,302.68
3912,2024-06-10,North,Widget C,3,86.26,258.78
3913,2024-06-10,West,Widget A,9,10.61,95.49
3914,2024-06-10,South,Widget A,9,9.11,81.99
3915,2024-06-10,North,Widget A,1,10.73,10.73
3916,2024-06-11,North,Widget A,9,9.72,87.48
3917,2024-06-11,West,Widget A,7,10.46,73.22
3918,2024-06-12,East,Widget C,1,81.8,81.8
3919,2024-06-12,West,Widget A,3,9.98,29.94
3920,2024-06-12,South,Widget A,9,9.6,86.4
3921,2024-06-12,North,Widget B,1,18.64,18.64
3922,2024-06-12,East,Gadget Y,5,65.8,329.0
3923,2024-06-13,North,Widget B,9,16.28,146.52
3924,2024-06-14,South,Widget A,8,11.08,88.64
3925,2024-06-15,South,Widget B,8,20.79,166.32
3926,2024-06-15,North,Gadget Y,5,66.11,330.55
3927,2024-06-15,North,Widget A,8,10.55,84.4
3928,2024-06-15,North,Widget C,4,89.0,356.0
3929,2024-06-16,West,Widget B,3,19.87,59.61
3930,2024-06-17,West,Gadget X,3,45.82,137.46
3931,2024-06-17,West,Widget A,6,11.55,69.3
3932,2024-06-18,South,Gadget X,2,53.99,107.98
3933,2024-06-19,North,Widget C,7,76.73,537.11
3934,2024-06-19,East,Widget B,6,21.45,128.7
3935,2024-06-19,East,Widget A,4,10.93,43.72
3936,2024-06-20,East,Widget A,8,10.92,87.36
3937,2024-06-20,North,Gadget X,2,46.04,92.08
3938,2024-06-20,South,Widget C,2,80.66,161.32
3939,2024-06-20,West,Widget B,6,19.29,115.74
3940,2024-06-21,South,Widget A,8,9.69,77.52
3941,2024-06-21,South,Widget B,5,17.79,88.95
3942,2024-06-21,North,Widget B,3,18.36,55.08
3943,2024-06-21,North,Gadget Y,5,66.18,330.9
3944,2024-06-22,East,Widget C,2,81.66,163.32
3945,2024-06-22,West,Widget A,4,10.65,42.6
3946,2024-06-22,East,Widget C,7,87.66,613.62
3947,2024-06-22,East,Widget B,1,17.93,17.93
3948,2024-06-23,East,Gadget Y,3,62.08,186.24
3949,2024-06-23,West,Widget A,4,11.78,47.12
3950,2024-06-23,North,Widget C,5,94.75,473.75
3951,2024-06-24,West,Widget C,1,77.37,77.37
3952,2024-06-24,West,Widget A,3,10.12,30.36
3953,2024-06-25,East,Widget B,10,16.27,162.7
3954,2024-06-26,West,Widget B,1,16.43,16.43
3955,2024-06-26,North,Widget A,10,11.54,115.4
3956,2024-06-27,West,Gadget Y,5,54.09,270.45
3957,2024-06-27,East,Widget C,7,87.47,612.29
3958,2024-06-27,North,Widget A,7,11.26,78.82
3959,2024-06-28,East,Widget C,10,94.42,944.2
3960,2024-06-29,East,Gadget X,5,50.45,252.25
3961,2024-06-29,South,Widget A,7,9.32,65.24
3962,2024-06-30,South,Widget B,1,17.21,17.21
3963,2024-06-30,North,Widget A,6,9.76,58.56
3964,2024-06-30,West,Widget A,4,9.81,39.24
3965,2024-06-30,West,Widget A,10,10.85,108.5
3966,2024-07-01,North,Widget B,4,19.99,79.96
3967,2024-07-01,East,Widget C,1,83.09,83.09
3968,2024-07-01,South,Widget A,10,9.38,93.8
3969,2024-07-01,North,Widget B,4,20.4,81.6
3970,2024-07-01,North,Widget B,2,20.43,40.86
3971,2024-07-01,East,Gadget X,1,46.53,46.53
3972,2024-07-02,East,Widget A,2,9.47,18.94
3973,2024-07-02,East,Widget A,7,11.95,83.65
3974,2024-07-03,East,Widget A,2,11.58,23.16
3975,2024-07-03,South,Widget A,8,11.02,88.16
3976,2024-07-03,West,Widget B,8,19.25,154.0
3977,2024-07-03,North,Widget C,7,81.45,570.15
3978,2024-07-04,East,Widget B,4,18.93,75.72
3979,2024-07-04,West,Widget B,1,19.87,19.87
3980,2024-07-05,South,Widget B,1,19.11,19.11
3981,2024-07-05,North,Widget B,9,17.91,161.19
3982,2024-07-05,North,Widget A,8,10.17,81.36
3983,2024-07-05,North,Widget A,3,10.63,31.89
3984,2024-07-05,South,Widget B,1,18.74,18.74
3985,2024-07-05,East,Widget A,5,9.55,47.75
3986,2024-07-06,East,Widget A,9,11.69,105.21
3987,2024-07-06,North,Gadget X,4,46.3,185.2
3988,2024-07-06,East,Widget A,8,10.86,86.88
3989,2024-07-06,North,Widget B,5,20.14,100.7
3990,2024-07-06,West,Gadget X,2,49.48,98.96
3991,2024-07-07,West,Gadget X,9,51.4,462.6
3992,2024-07-07,West,Gadget Y,2,54.25,108.5
3993,2024-07-07,West,Widget A,10,9.2,92.0
3994,2024-07-07,East,Widget B,2,21.36,42.72
3995,2024-07-07,West,Widget A,9,9.22,82.98
3996,2024-07-08,East,Widget B,7,19.85,138.95
3997,2024-07-08,North,Widget B,7,21.6,151.2
3998,2024-07-09,East,Widget B,9,21.49,193.41
3999,2024-07-09,West,Widget A,1,11.01,11.01
4000,2024-07-09,South,Widget B,6,18.53,111.18
4001,2024-07-09,East,Widget B,3,16.37,49.11
4002,2024-07-09,East,Widget B,10,16.63,166.3
4003,2024-07-09,West,Gadget X,4,50.71,202.84
4004,2024-07-10,West,Widget B,4,19.09,76.36
4005,2024-07-10,North,Widget C,4,89.6,358.4
4006,2024-07-10,North,Widget B,8,16.84,134.72
4007,2024-07-10,West,Widget A,10,10.41,104.1
4008,2024-07-10,North,Widget A,7,9.15,64.05
4009,2024-07-10,South,Gadget Y,1,57.14,57.14
4010,2024-07-11,South,Gadget X,2,42.87,85.74
4011,2024-07-11,East,Widget A,5,9.7,48.5
4012,2024-07-11,North,Widget A,9,9.29,83.61
4013,2024-07-11,North,Gadget Y,6,69.72,418.32
4014,2024-07-11,North,Widget B,3,16.41,49.23
4015,2024-07-12,East,Widget A,7,9.0,63.0
4016,2024-07-12,East,Widget B,4,17.14,68.56
4017,2024-07-12,North,Widget B,10,19.57,195.7
4018,2024-07-12,South,Widget B,3,18.92,56.76
4019,2024-07-12,North,Widget A,10,11.8,118.0
4020,2024-07-13,West,Widget A,4,10.29,41.16
4021,2024-07-13,North,Widget A,4,9.5,38.0
4022,2024-07-13,South,Widget B,7,19.73,138.11
4023,2024-07-13,East,Widget A,4,10.72,42.88
4024,2024-07-13,West,Widget A,10,10.77,107.7
4025,2024-07-13,North,Widget B,7,17.75,124.25
4026,2024-07-14,North,Widget C,5,91.66,458.3
4027,2024-07-14,West,Widget B,9,19.83,178.47
4028,2024-07-14,North,Widget A,10,9.75,97.5
4029,2024-07-14,East,Widget A,6,9.62,57.72
4030,2024-07-14,East,Widget B,5,21.37,106.85
4031,2024-07-15,East,Widget B,5,19.15,95.75
4032,2024-07-15,North,Widget A,9,11.63,104.67
4033,2024-07-15,West,Widget B,9,17.59,158.31
4034,2024-07-15,South,Widget A,7,11.89,83.23
4035,2024-07-15,East,Widget A,4,9.91,39.64
4036,2024-07-15,West,Gadget X,9,40.8,367.2
4037,2024-07-16,West,Widget C,1,92.15,92.15
4038,2024-07-16,North,Widget B,6,21.2,127.2
4039,2024-07-17,North,Widget A,5,9.9,49.5
4040,2024-07-17,North,Widget A,10,9.04,90.4
4041,2024-07-17,South,Gadget X,7,52.01,364.07
4042,2024-07-17,East,Gadget X,3,45.46,136.38
4043,2024-07-17,West,Widget C,6,84.73,508.38
4044,2024-07-17,South,Widget A,1,11.79,11.79
4045,2024-07-18,East,Widget A,8,10.62,84.96
4046,2024-07-18,East,Widget B,1,19.51,19.51
4047,2024-07-18,East,Widget B,2,20.7,41.4
4048,2024-07-19,East,Widget A,5,9.17,45.85
4049,2024-07-20,North,Widget B,1,19.54,19.54
4050,2024-07-20,North,Widget C,6,87.03,522.18
